"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
7.933170450E-1,4.771000385E0,8.656000137E0,-5.526400375E1,5.614088434E1
8.013169670E-1,2.781000137E0,8.648000717E0,-5.491600418E1,5.566227981E1
8.093136470E-1,2.234000206E0,8.690999985E0,-5.332200241E1,5.407180577E1
8.173102480E-1,3.483000278E0,7.996000290E0,-5.243500137E1,5.315540124E1
8.253062250E-1,4.356000423E0,8.810000420E0,-5.266700363E1,5.357615252E1
8.333010290E-1,3.981000185E0,8.496000290E0,-5.311000443E1,5.393239243E1
8.412972010E-1,4.279000282E0,7.789000511E0,-5.400200272E1,5.472837171E1
8.492916940E-1,4.922000408E0,8.756999969E0,-5.501500320E1,5.592460741E1
8.572891940E-1,4.598000050E0,9.010000229E0,-5.356300354E1,5.450978863E1
8.652902870E-1,3.163000107E0,8.510000229E0,-5.288100433E1,5.365468566E1
8.732889980E-1,4.542000294E0,8.182000160E0,-5.367000198E1,5.447975777E1
8.812856390E-1,7.403000355E0,8.916000366E0,-5.358100128E1,5.481991586E1
8.892818890E-1,6.091000080E0,8.604000092E0,-5.390600204E1,5.492709856E1
8.972766940E-1,5.217000484E0,7.703000546E0,-5.311500168E1,5.392361927E1
9.052735690E-1,6.312000275E0,8.269000053E0,-5.267800140E1,5.369534003E1
9.132650530E-1,6.318000317E0,8.446000099E0,-5.357200241E1,5.460047150E1
9.212570840E-1,4.830000401E0,8.943000793E0,-5.322900391E1,5.419070976E1
9.292502870E-1,4.988000393E0,9.424000740E0,-5.189300156E1,5.297712288E1
9.372458730E-1,5.624000072E0,8.392000198E0,-5.166900253E1,5.264732535E1
9.452426700E-1,4.288000107E0,7.798000336E0,-5.277400208E1,5.351907183E1
9.532401310E-1,4.330000401E0,8.527000427E0,-5.367000198E1,5.451539005E1
9.612406390E-1,4.708000183E0,8.940999985E0,-5.348100281E1,5.442723958E1
9.692396230E-1,5.117000103E0,9.545000076E0,-5.103000259E1,5.216657820E1
9.772373970E-1,6.654000282E0,1.059100056E1,-5.069500351E1,5.221521228E1
9.852370840E-1,6.067000389E0,9.058000565E0,-5.291700363E1,5.402837348E1
9.932361860E-1,6.393000126E0,8.471000671E0,-5.279900360E1,5.385501912E1
1.001235522E0,5.390000343E0,9.113000870E0,-5.145500183E1,5.253300012E1
1.009236928E0,4.788000107E0,1.069400024E1,-5.212700272E1,5.342762393E1
1.017237436E0,6.604000092E0,1.003300095E1,-5.425800323E1,5.557161902E1
1.025237475E0,5.608000278E0,9.032000542E0,-5.313100433E1,5.418422577E1
1.033233881E0,4.415000439E0,1.038300037E1,-5.223500061E1,5.343963150E1
1.041232748E0,5.073000431E0,9.801000595E0,-5.313000107E1,5.426409457E1
1.049231108E0,4.902000427E0,8.965000153E0,-5.279100418E1,5.377072585E1
1.057229545E0,4.176000118E0,8.864000320E0,-5.219100189E1,5.310282626E1
1.065229779E0,6.186000347E0,9.064000130E0,-5.153600311E1,5.269138749E1
1.073227279E0,6.106000423E0,9.604000092E0,-5.142600250E1,5.267023630E1
1.081228451E0,4.342000008E0,9.610000610E0,-5.230700302E1,5.335941942E1
1.089229701E0,5.442000389E0,9.897000313E0,-5.339000320E1,5.457158991E1
1.097225444E0,5.773000240E0,9.479000092E0,-5.238600159E1,5.354878278E1
1.105219428E0,5.894000053E0,9.243000031E0,-5.159700394E1,5.274867867E1
1.113215600E0,6.690000534E0,1.077300072E1,-5.283600235E1,5.433651439E1
1.121213256E0,6.308000088E0,1.028100014E1,-5.260800171E1,5.397306433E1
1.129205483E0,6.176000118E0,9.912000656E0,-5.115500259E1,5.247118280E1
1.137199076E0,6.046000481E0,9.802000046E0,-5.204600143E1,5.330496780E1
1.145192826E0,5.813000202E0,9.955000877E0,-5.316200256E1,5.439753239E1
1.153185600E0,6.159000397E0,9.896000862E0,-5.338700104E1,5.464463376E1
1.161184428E0,5.732000351E0,8.845000267E0,-5.416100311E1,5.517702525E1
1.169180522E0,6.944000244E0,9.506000519E0,-5.473000336E1,5.598175107E1
1.177174428E0,7.457000256E0,9.936000824E0,-5.250300217E1,5.395272191E1
1.185170912E0,5.199000359E0,9.358000755E0,-5.159200287E1,5.269095314E1
1.193165795E0,4.643000126E0,9.935000420E0,-5.281900406E1,5.394542495E1
1.201161225E0,4.924000263E0,1.043200016E1,-5.092500305E1,5.221521179E1
1.209155053E0,5.118000031E0,9.984000206E0,-5.237600327E1,5.356416622E1
1.217150522E0,5.726000309E0,1.057400036E1,-5.483800125E1,5.614092041E1
1.225144897E0,5.445000172E0,1.147100067E1,-5.327700424E1,5.476925291E1
1.233139037E0,4.271000385E0,1.144700050E1,-5.338100433E1,5.476136310E1
1.241137709E0,4.246000290E0,1.099400043E1,-5.259800339E1,5.390219406E1
1.249134154E0,5.751000404E0,1.059900093E1,-5.149000168E1,5.288320243E1
1.257132123E0,5.368000031E0,1.036500072E1,-5.371900177E1,5.497253692E1
1.265129389E0,4.459000111E0,1.065100098E1,-5.237400436E1,5.363173349E1
1.273123295E0,5.267000198E0,1.019800091E1,-4.992200089E1,5.122447351E1
1.281121108E0,6.286000252E0,9.744000435E0,-5.059700394E1,5.190872904E1
1.289119350E0,4.391000271E0,9.553000450E0,-5.170000076E1,5.275822950E1
1.297119350E0,3.050000191E0,8.955000877E0,-5.336200333E1,5.419407662E1
1.305119858E0,4.961000443E0,9.505000114E0,-5.348900223E1,5.455300094E1
1.313117592E0,4.828999996E0,9.308000565E0,-5.371100235E1,5.472503896E1
1.321118139E0,4.354000092E0,9.259000778E0,-5.415400314E1,5.511209004E1
1.329114779E0,4.427000046E0,1.019000053E1,-5.259500122E1,5.375563779E1
1.337111537E0,3.275000095E0,1.044600010E1,-5.214200211E1,5.327882250E1
1.345109662E0,3.835000277E0,9.959000587E0,-5.125100327E1,5.235030330E1
1.353107319E0,5.212000370E0,9.372000694E0,-4.980700302E1,5.094837480E1
1.361107670E0,4.906000137E0,1.015700054E1,-5.081300354E1,5.204992628E1
1.369108100E0,5.068000317E0,1.107000065E1,-5.305000305E1,5.442914996E1
1.377107162E0,6.202000141E0,1.062400055E1,-5.428300095E1,5.565948603E1
1.385105522E0,5.233000278E0,1.007900047E1,-5.349300385E1,5.468520826E1
1.393100912E0,5.071000099E0,1.036600018E1,-5.452000427E1,5.572790923E1
1.401100131E0,4.915000439E0,9.887000084E0,-5.552200317E1,5.660921159E1
1.409096381E0,3.656000137E0,1.035000038E1,-5.327100372E1,5.439015244E1
1.417089701E0,4.217000008E0,1.151400089E1,-5.115900421E1,5.260797485E1
1.425084389E0,3.820000172E0,1.092200089E1,-5.193500137E1,5.320833461E1
1.433081498E0,3.536000252E0,1.016500092E1,-5.193000412E1,5.303353533E1
1.441079740E0,3.756000280E0,9.914000511E0,-5.159600067E1,5.267392362E1
1.449078373E0,3.646000147E0,1.016800022E1,-5.293600082E1,5.402686118E1
1.457081928E0,4.385000229E0,1.069700050E1,-5.283100128E1,5.408113112E1
1.465087319E0,5.105000019E0,1.086300087E1,-5.205500412E1,5.342086921E1
1.473089897E0,5.312000275E0,1.042900085E1,-5.172000122E1,5.302772795E1
1.481092709E0,4.979000092E0,1.075800037E1,-5.227700424E1,5.360419934E1
1.489096108E0,4.894000053E0,1.129500008E1,-5.272600174E1,5.414387798E1
1.497099154E0,4.440999985E0,1.152500057E1,-5.272300339E1,5.415037586E1
1.505099662E0,4.423000336E0,1.125000095E1,-5.261100388E1,5.398187828E1
1.513098100E0,5.492000103E0,1.144600010E1,-5.250700378E1,5.401998176E1
1.521100326E0,5.150000095E0,1.159500027E1,-5.250500107E1,5.401612416E1
1.529103881E0,4.298000336E0,1.114500046E1,-5.283300400E1,5.416650398E1
1.537104389E0,4.067000389E0,1.112700081E1,-5.216100311E1,5.348944648E1
1.545104623E0,4.265000343E0,1.034000015E1,-4.992700195E1,5.116455174E1
