"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
9.003838130E-1,-1.950100136E1,-1.556000113E0,-1.363500061E2,1.377462680E2
9.083857270E-1,-1.917100143E1,-4.100000262E-1,-1.335670013E2,1.349364267E2
9.163936960E-1,-1.988600159E1,-8.290000558E-1,-1.313280029E2,1.328276502E2
9.243965080E-1,-1.986800003E1,-2.291000128E0,-1.316570129E2,1.331673953E2
9.324022110E-1,-1.934900093E1,-1.426000118E0,-1.326679993E2,1.340791384E2
9.404067420E-1,-2.003600121E1,-1.129999995E0,-1.331119995E2,1.346162050E2
9.484087740E-1,-2.061800003E1,-1.008000016E0,-1.337779999E2,1.353612620E2
9.564123670E-1,-2.032900047E1,-1.896000147E0,-1.342230072E2,1.357670017E2
9.644151800E-1,-2.001700020E1,-2.590000153E0,-1.333290100E2,1.348481120E2
9.724142420E-1,-2.009000015E1,-1.956000090E0,-1.329960022E2,1.345190345E2
9.804154530E-1,-2.071100044E1,-2.473000050E0,-1.331010132E2,1.347254281E2
9.884161960E-1,-2.025500107E1,-2.787000179E0,-1.319869995E2,1.335612237E2
9.964204530E-1,-2.063900185E1,-3.194000244E0,-1.326520081E2,1.342859832E2
1.004423852E0,-2.078100014E1,-1.837000132E0,-1.324340057E2,1.340671116E2
1.012427446E0,-1.934100151E1,-1.246000051E0,-1.332270050E2,1.346293494E2
1.020428071E0,-1.907100105E1,-2.238000154E0,-1.353460083E2,1.367013302E2
1.028426899E0,-1.954100037E1,-2.454000235E0,-1.335559998E2,1.350002885E2
1.036426196E0,-1.943100166E1,-2.623000145E0,-1.329980011E2,1.344355320E2
1.044425531E0,-1.850500107E1,-2.720000029E0,-1.336730042E2,1.349752033E2
1.052423930E0,-1.919700050E1,-2.688000202E0,-1.324410095E2,1.338520496E2
1.060426430E0,-2.024500084E1,-2.348000050E0,-1.346679993E2,1.362014801E2
1.068427250E0,-2.008200073E1,-1.518000126E0,-1.359000092E2,1.373841460E2
1.076431196E0,-2.068100166E1,-2.015000105E0,-1.332150116E2,1.348258260E2
1.084434946E0,-2.027500153E1,-3.064000130E0,-1.322089996E2,1.337896983E2
1.092438656E0,-2.002900124E1,-2.687000036E0,-1.339980011E2,1.355132656E2
1.100439594E0,-2.101600075E1,-3.338000059E0,-1.349930115E2,1.366598978E2
1.108438344E0,-2.004900169E1,-3.051000118E0,-1.334380035E2,1.349702629E2
1.116440297E0,-1.863199997E1,-2.826000214E0,-1.340070038E2,1.353255880E2
1.124444985E0,-1.923500061E1,-3.154000044E0,-1.333320007E2,1.347492315E2
1.132451156E0,-1.975800133E1,-2.373000145E0,-1.318800049E2,1.333729562E2
1.140456117E0,-1.940500069E1,-2.167000055E0,-1.335580139E2,1.349777501E2
1.148458539E0,-1.987100029E1,-2.121000051E0,-1.335550079E2,1.350418285E2
1.156459985E0,-1.929600143E1,-2.165000200E0,-1.347870026E2,1.361784086E2
1.164461391E0,-1.872900009E1,-2.388000011E0,-1.353470001E2,1.366575590E2
1.172460063E0,-1.961200142E1,-1.818000078E0,-1.330000000E2,1.344504954E2
1.180464750E0,-1.877700043E1,-1.643000126E0,-1.325600128E2,1.338933613E2
1.188465531E0,-1.871400070E1,-2.544000149E0,-1.316630096E2,1.330106532E2
1.196470571E0,-2.010900116E1,-2.319000006E0,-1.323250122E2,1.338643289E2
1.204474125E0,-2.032900047E1,-1.896000147E0,-1.342230072E2,1.357670017E2
1.212474242E0,-1.981300163E1,-2.857000113E0,-1.351150055E2,1.365898320E2
1.220475102E0,-1.923200035E1,-2.893000126E0,-1.353420105E2,1.367322167E2
1.228475141E0,-1.871600151E1,-2.289000034E0,-1.344550018E2,1.357706734E2
1.236478461E0,-1.861500168E1,-2.638000011E0,-1.334500122E2,1.347678860E2
1.244482485E0,-1.979900169E1,-2.928000212E0,-1.324360046E2,1.339397961E2
1.252487055E0,-1.988200188E1,-2.304000139E0,-1.334430084E2,1.349356844E2
1.260492094E0,-1.972500038E1,-1.825000048E0,-1.323290100E2,1.338034871E2
1.268496703E0,-1.941200066E1,-2.431000233E0,-1.319940033E2,1.334359488E2
1.276502992E0,-1.931800079E1,-2.530000210E0,-1.344500122E2,1.358543037E2
1.284504516E0,-1.975500107E1,-2.111999989E0,-1.338910065E2,1.353570176E2
1.292504477E0,-1.942400169E1,-2.530000210E0,-1.328870087E2,1.343229311E2
1.300510688E0,-1.899700165E1,-3.300000191E0,-1.314350128E2,1.328417806E2
1.308512133E0,-1.950200081E1,-2.073000193E0,-1.316600037E2,1.331126663E2
1.316515024E0,-2.015000153E1,-2.959000111E0,-1.319869995E2,1.335490407E2
1.324517563E0,-1.864300156E1,-3.180000067E0,-1.322190094E2,1.335647422E2
1.332520219E0,-1.864800072E1,-1.278000116E0,-1.343480072E2,1.356420593E2
1.340522446E0,-2.050100136E1,-2.734000206E0,-1.341060028E2,1.356915097E2
